symbol,Date,FiscalQuarter,FiscalYear,NetIncome,GrossSales
340,2012-04-26,1.0,2012,183.0,16126.977702782502
417,2012-04-26,1.0,2012,11.651,2053.579654912779
582,2012-04-26,1.0,2012,17.528999,1715.7782419343068
601,2012-04-26,1.0,2012,3.742,311.5399127755814
608,2012-04-26,1.0,2012,130.0,177811.36537592777
677,2012-04-26,1.0,2012,208.899994,5585.442719258379
716,2012-04-26,1.0,2012,33.962002,860.0393372397842
779,2012-04-26,1.0,2012,169.800003,4886.117650906504
802,2012-04-26,3.0,2012,-3.196,614.5143605843244
428,2012-04-27,1.0,2012,30.164,1314.5627753765057
25,2012-05-01,3.0,2012,949.0,106216.75509150221
29,2012-05-01,1.0,2012,27.6,17835.130337315273
74,2012-05-01,1.0,2012,475.0,63849.34148661312
93,2012-05-01,2.0,2012,937.0,31018.96058615561
107,2012-05-01,1.0,2012,30.299999,8338.227678606754
253,2012-05-01,1.0,2012,52.438999,4606.364532150737
273,2012-05-01,1.0,2012,495.0,32536.409045765082
430,2012-05-01,1.0,2012,302.365997,10898.254667782896
585,2012-05-01,3.0,2012,83.009003,517.3800179268297
65,2012-05-02,1.0,2012,1447.0,84520.98895749338
106,2012-05-02,2.0,2012,981.51001,32294.352044459436
117,2012-05-02,1.0,2012,-29.572001,3891.9297591011887
169,2012-05-02,1.0,2012,290.071014,7898.374900553797
262,2012-05-02,1.0,2012,34.075001,2564.871512631646
441,2012-05-02,1.0,2012,581.0,39690.78109227759
590,2012-05-02,1.0,2012,623.562012,14565.514370123954
700,2012-05-02,1.0,2012,681.0,8032.991136034748
707,2012-05-02,1.0,2012,9.074,1020.9744315162072
770,2012-05-02,2.0,2012,2319.0,20012.983856758736
58,2012-05-03,1.0,2012,6499.0,308934.94030050375
95,2012-05-03,1.0,2012,9799.0,1106444.6142841016
135,2012-05-03,3.0,2012,13.136,395.1021476293405
187,2012-05-03,1.0,2012,1559.0,79133.76894180624
225,2012-05-03,1.0,2012,107.704002,5935.293986044908
403,2012-05-03,1.0,2012,639.0,86029.45662154128
626,2012-05-03,1.0,2012,210.358002,3765.3989811327547
645,2012-05-03,1.0,2012,52.939999,19237.628156429426
653,2012-05-03,1.0,2012,-3.32,446.2441048433163
705,2012-05-03,1.0,2012,18.773001,1836.3056353783697
728,2012-05-03,2.0,2012,818.0,18063.16482257318
816,2012-05-03,4.0,2012,82099.992188,456221.27740252495
13,2012-05-04,1.0,2012,560.0,91891.69528269098
28,2012-05-04,3.0,2012,1130.099976,46440.493204687074
38,2012-05-04,1.0,2012,3366.0,272007.7361343173
70,2012-05-04,1.0,2012,25.646,13505.757296707348
752,2012-05-04,1.0,2012,361.0,6920.777257584937
4,2012-05-08,1.0,2012,1242.124023,99566.92015552316
20,2012-05-08,1.0,2012,1184.0,48184.264691472024
75,2012-05-08,1.0,2012,14.734,2631.4298661372327
83,2012-05-08,2.0,2012,2747.0,59727.98994648546
300,2012-05-08,1.0,2012,741.0,33032.00206537127
359,2012-05-08,1.0,2012,324.009003,15105.60130505156
505,2012-05-08,1.0,2012,781.828979,11824.77665074847
685,2012-05-08,1.0,2012,46.299999,5714.388154988757
687,2012-05-08,1.0,2012,266.299988,8110.848637937934
819,2012-05-08,1.0,2012,16.136,119.61670373012906
118,2012-05-09,1.0,2012,38.789001,5748.171435840007
343,2012-05-09,1.0,2012,855.0,7135.653937470915
394,2012-05-09,3.0,2012,6124.0,75677.06472971545
650,2012-05-09,1.0,2012,575.0,27547.146999948578
694,2012-05-09,1.0,2012,136.899994,2119.57505048056
776,2012-05-09,1.0,2012,384.0,14559.3427134638
784,2012-05-09,1.0,2012,21.0,4419.645981617452
798,2012-05-09,1.0,2012,33.0,8016.809174535526
804,2012-05-09,1.0,2012,596.0,446744.6729786633
200,2012-05-10,1.0,2012,1803.0,349535.84077048104
398,2012-05-10,1.0,2012,26.847,7939.208981268676
444,2012-05-10,1.0,2013,154.0,35805.33863655039
446,2012-05-10,1.0,2012,267.799988,271140.32952085376
681,2012-05-10,1.0,2012,1.029,3755.7397893503403
725,2012-05-10,1.0,2012,248.0,6288.953669837571
127,2012-05-15,1.0,2013,1035.0,113872.55682468644
755,2012-05-15,1.0,2012,140.942993,4192.369705492753
78,2012-05-16,1.0,2013,697.0,140850.37170910707
355,2012-05-16,1.0,2013,187.013,87696.31900746144
24,2012-05-17,2.0,2012,406.0,11019.65060609586
265,2012-05-17,1.0,2013,3894.0,725593.6285536939
478,2012-05-17,3.0,2012,788.0,24709.634854562228
698,2012-05-17,1.0,2013,-19.475,4003.6322128853603
21,2012-05-22,2.0,2012,302.281006,3235.1027614415443
161,2012-05-22,4.0,2012,3617.0,17241.764100240795
341,2012-05-22,1.0,2013,635.0,73837.259046645
801,2012-05-23,1.0,2013,-20.228001,548.1927770844178
120,2012-05-24,4.0,2012,940.0,27416.846019054246
246,2012-05-24,2.0,2012,88.740997,3282.607289950582
280,2012-05-25,1.0,2013,419.200012,-999.0
82,2012-05-30,1.0,2013,94.983002,21289.57838328077
795,2012-05-30,4.0,2012,239.955002,9897.649961225434
603,2012-05-31,2.0,2012,-75.432999,775.1311529855886
108,2012-06-06,1.0,2013,233.0,36209.41226040162
242,2012-06-07,3.0,2012,77.378998,5201.306836455172
97,2012-06-19,4.0,2012,2032.0,81743.50964717471
267,2012-06-19,3.0,2012,1774.0,69217.00741076912
306,2012-06-19,2.0,2012,409.084991,9339.80705443417
111,2012-06-27,4.0,2012,1589.099976,23979.411238956098
666,2012-06-27,3.0,2012,2312.0,22075.728112623263
675,2012-06-28,3.0,2012,2188.778076,43610.3301830461
816,2012-07-12,1.0,2013,1234628.125,2057713.5416666667
46,2012-07-17,2.0,2012,961.0,4334.402271047211
62,2012-07-17,2.0,2012,4867.0,23273.199069663955
88,2012-07-17,2.0,2012,540.200012,8865.006140194135
620,2012-07-17,2.0,2012,-39.0,1942.4587124323393
711,2012-07-17,4.0,2012,1930.800049,5604.426110145171
11,2012-07-18,2.0,2012,1725.0,12218.490783303569
228,2012-07-18,2.0,2012,675.0,4568.254043907215
437,2012-07-18,3.0,2012,4797.0,14550.414130195926
616,2012-07-18,2.0,2012,794.0,-999.0
35,2012-07-19,2.0,2012,1249.0,9704.386334447576
37,2012-07-19,2.0,2012,8191.0,-999.0
138,2012-07-19,3.0,2012,1191.0,4964.113791358306
186,2012-07-19,2.0,2012,302.979004,11163.403883540765
296,2012-07-19,4.0,2012,16978.0,28296.666666666668
344,2012-07-19,2.0,2012,1895.0,4835.581237776367
619,2012-07-19,2.0,2012,13.5,1027.8106262083288
23,2012-07-24,3.0,2012,33510.0,86450.73909647888
51,2012-07-24,2.0,2012,152.800003,6238.3760238721725
89,2012-07-24,2.0,2012,2688.0,94915.65857963519
150,2012-07-24,2.0,2012,1449.0,65832.17895928654
179,2012-07-24,2.0,2012,934.0,5518.283431494105
192,2012-07-24,2.0,2012,624.5,7858.948125367832
312,2012-07-24,2.0,2012,59.129002,933.3734243855223
430,2012-07-24,2.0,2012,689.507019,4221.832199794065
451,2012-07-24,1.0,2013,10.468,969.4179752307867
623,2012-07-24,2.0,2012,248.0,2341.5142634125386
647,2012-07-24,2.0,2012,73.988998,3065.428773259843
745,2012-07-24,2.0,2012,518.5,2952.10413859958
40,2012-07-25,2.0,2012,1890.0,65811.66014919842
41,2012-07-25,2.0,2012,2290.0,5620.132169982821
54,2012-07-25,2.0,2012,3320.0,18868.77932295763
72,2012-07-25,2.0,2012,924.0,3483.9463603256277
107,2012-07-25,2.0,2012,53.799999,3130.768597539748
109,2012-07-25,2.0,2012,1198.0,20734.29688738444
124,2012-07-25,3.0,2012,81.599998,1684.243158205611
199,2012-07-25,2.0,2012,2634.0,35618.63992410673
219,2012-07-25,2.0,2012,85.954002,1456.7821998223594
236,2012-07-25,2.0,2012,144.951004,735.8588021562157
269,2012-07-25,4.0,2012,1612.0,11104.171632091246
322,2012-07-25,2.0,2012,67.489998,305.6469430825791
417,2012-07-25,2.0,2012,88.393997,364.21576588086583
654,2012-07-25,2.0,2012,34.828999,318.088999964869
63,2012-07-26,2.0,2012,1298.0,12491.730337224073
134,2012-07-26,2.0,2012,329.0,18778.020276192066
159,2012-07-26,1.0,2013,380.0,40391.44049698016
175,2012-07-26,2.0,2012,974.0,1623.3333333333335
257,2012-07-26,2.0,2012,-2237.0,28820.639889471866
340,2012-07-26,2.0,2012,402.0,4702.759822054371
582,2012-07-26,2.0,2012,59.375999,590.6698062620592
608,2012-07-26,2.0,2012,137.0,110817.63334718719
660,2012-07-26,2.0,2012,51.400002,1184.4209675154555
677,2012-07-26,2.0,2012,422.899994,1656.461491787411
716,2012-07-26,2.0,2012,72.554001,125.43703940858745
736,2012-07-26,2.0,2012,48.0,12274.66792926024
767,2012-07-26,2.0,2012,158.447998,264.0799966666667
779,2012-07-26,2.0,2012,340.899994,971.8154874789024
182,2012-07-27,2.0,2012,340.799988,1513.5292111798292
25,2012-07-31,4.0,2012,1242.0,26243.076174977985
53,2012-07-31,4.0,2012,121.599998,1914.7726786462765
74,2012-07-31,2.0,2012,970.0,31862.62288923083
117,2012-07-31,2.0,2012,-16.299,901.4711026763617
133,2012-07-31,2.0,2012,6948.0,117299.56906246378
262,2012-07-31,2.0,2012,79.904999,741.625031964836
428,2012-07-31,2.0,2012,60.817001,758.9361687344824
707,2012-07-31,2.0,2012,21.846001,167.90896362075537
29,2012-08-01,2.0,2012,90.300003,9381.763727968926
65,2012-08-01,2.0,2012,3080.0,30096.219105923592
327,2012-08-01,2.0,2012,768.909973,3218.245799220737
441,2012-08-01,2.0,2012,1010.0,13714.497010130388
502,2012-08-01,2.0,2012,57.862999,1057.5733121559697
626,2012-08-01,2.0,2012,244.046997,2501.561382032951
700,2012-08-01,2.0,2012,1381.0,5330.675079197657
795,2012-08-01,1.0,2013,61.945,699.4718910252117
16,2012-08-02,2.0,2012,2595.0,26471.82318483743
58,2012-08-02,2.0,2012,13731.0,133497.59084847543
95,2012-08-02,2.0,2012,27453.0,174261.52426140616
141,2012-08-02,2.0,2012,659.0,5018.682438098633
225,2012-08-02,2.0,2012,-380.395996,1587.0641733817167
253,2012-08-02,2.0,2012,33.137001,4240.621984321311
300,2012-08-02,2.0,2012,1457.0,15224.187507784169
359,2012-08-02,2.0,2012,719.786987,1199.6449783333333
645,2012-08-02,2.0,2012,111.872002,3120.376979186298
705,2012-08-02,2.0,2012,39.254002,685.276710340805
753,2012-08-02,2.0,2012,836.0,10189.911030816065
776,2012-08-02,2.0,2012,569.0,5622.251535024823
809,2012-08-02,2.0,2012,156.0,2760.7129884238107
13,2012-08-03,2.0,2012,1095.0,67866.49579093386
38,2012-08-03,2.0,2012,6597.0,10995.0
70,2012-08-03,2.0,2012,67.445999,112.40999833333333
118,2012-08-03,2.0,2012,78.061996,1861.738027591229
155,2012-08-03,2.0,2012,810.0,21747.05012428957
398,2012-08-03,2.0,2012,62.702,2966.357072529632
506,2012-08-03,2.0,2012,-129.455002,22.283702078174297
590,2012-08-03,2.0,2012,1188.897949,4471.304335576053
728,2012-08-03,3.0,2012,1365.0,7489.054423655975
4,2012-08-07,2.0,2012,2966.736084,72496.59563239706
83,2012-08-07,3.0,2012,4783.0,12909.02068057776
93,2012-08-07,3.0,2012,1724.0,16828.666014635095
446,2012-08-07,2.0,2012,438.700012,121250.12267841345
659,2012-08-07,2.0,2012,57.136002,590.5144787091814
685,2012-08-07,2.0,2012,83.5,2538.8776637745627
775,2012-08-07,2.0,2012,68.859001,2832.4005750451174
20,2012-08-08,2.0,2012,2450.0,24133.2211803713
99,2012-08-08,2.0,2013,460.0,9975.841482666274
505,2012-08-08,2.0,2012,1042.765015,2808.321276573184
579,2012-08-08,2.0,2012,585.721985,2556.152315944548
606,2012-08-08,3.0,2012,442.488007,737.4800116666667
650,2012-08-08,2.0,2012,1135.0,20726.337390555236
681,2012-08-08,2.0,2012,-11.85,1407.2823878849333
687,2012-08-08,2.0,2012,519.700012,1329.7522549211926
769,2012-08-08,2.0,2012,161.951004,959.1007356475067
798,2012-08-08,2.0,2012,83.0,3619.2354936739193
59,2012-08-09,4.0,2012,151.231995,1448.261817707944
75,2012-08-09,2.0,2012,9.241,1400.4537502881944
694,2012-08-09,2.0,2012,201.399994,653.9738307000327
797,2012-08-09,2.0,2012,55.098999,150.03899762433576
802,2012-08-09,4.0,2012,-5.583,282.5224544898343
127,2012-08-14,2.0,2013,2567.0,4278.333333333334
140,2012-08-14,2.0,2012,-316.0,16339.828059603924
280,2012-08-14,2.0,2013,840.299988,36026.49653607119
589,2012-08-14,4.0,2012,860.5,6435.115867545775
24,2012-08-15,3.0,2012,624.0,6425.746522493389
78,2012-08-15,2.0,2013,1401.0,75852.0973020663
355,2012-08-15,2.0,2013,307.40799,-999.0
394,2012-08-15,4.0,2012,8041.0,13401.666666666668
652,2012-08-15,3.0,2012,728.0,3302.2615032835447
108,2012-08-16,2.0,2013,476.0,23392.356775881857
265,2012-08-16,2.0,2013,8055.0,63138.106256740175
21,2012-08-21,3.0,2012,472.049011,1659.3834475949143
39,2012-08-21,2.0,2013,145.0,44029.97231240728
161,2012-08-21,1.0,2013,864.0,14491.485911893547
341,2012-08-21,2.0,2013,1367.0,46107.254575294595
480,2012-08-22,2.0,2013,107.040001,742.7826008322244
246,2012-08-23,3.0,2012,129.289993,931.8121284496974
698,2012-08-23,2.0,2013,-29.304001,2638.3685151695327
230,2012-08-28,4.0,2012,1121.584961,1869.3082683333334
789,2012-08-29,2.0,2013,32.598999,732.5321543454502
801,2012-08-29,2.0,2013,-25.643,201.67634834539416
84,2012-09-05,2.0,2013,427.554993,4895.8714030925485
97,2012-09-18,1.0,2013,459.0,53432.29219877247
145,2012-09-18,2.0,2013,721.0,99789.84807713889
111,2012-09-19,1.0,2013,562.099976,3703.337876335414
297,2012-09-20,1.0,2013,2034.0,24784.57354649926
242,2012-09-26,4.0,2012,121.738998,638.6189803032033
675,2012-09-27,4.0,2012,2824.933105,22919.471351248925
267,2012-09-28,4.0,2012,2127.0,40469.10485058081
711,2012-10-02,1.0,2013,430.700012,-999.0
616,2012-10-09,3.0,2012,1272.0,2120.0
816,2012-10-12,2.0,2013,2539275.75,4232126.25
46,2012-10-16,3.0,2012,1416.0,6648.883045467198
62,2012-10-16,3.0,2012,7196.0,19914.3226399815
620,2012-10-16,3.0,2012,34.0,1594.7660959607006
115,2012-10-17,3.0,2012,1973.0,23594.06299284298
199,2012-10-17,3.0,2012,4547.0,30732.841355801906
228,2012-10-17,3.0,2012,1028.0,10045.66107410174
37,2012-10-18,3.0,2012,12483.0,118649.78615862467
77,2012-10-18,3.0,2012,1761.796021,16140.535561292489
186,2012-10-18,3.0,2012,432.871002,8390.388919815601
252,2012-10-18,3.0,2012,2907.0,32985.46974125171
296,2012-10-18,1.0,2013,4466.0,50889.304047109064
619,2012-10-18,3.0,2012,38.200001,780.110360837742
11,2012-10-19,3.0,2012,2675.0,7924.457064363796
179,2012-10-23,3.0,2012,1336.0,5127.685352162794
623,2012-10-23,3.0,2012,468.0,5162.55507101471
646,2012-10-23,3.0,2012,1133.0,1888.3333333333335
647,2012-10-23,3.0,2012,90.803001,1686.737086132381
684,2012-10-23,3.0,2012,9.255,2469.9505193174273
765,2012-10-23,3.0,2012,539.932983,-999.0
40,2012-10-24,3.0,2012,2922.0,27455.74138699928
41,2012-10-24,3.0,2012,1577.0,13075.113433077178
59,2012-10-24,1.0,2013,27.864,281.0778891839029
72,2012-10-24,3.0,2012,1445.0,7560.095044390972
107,2012-10-24,3.0,2012,107.599998,2730.012101851205
109,2012-10-24,3.0,2012,1798.0,9932.983121357025
113,2012-10-24,3.0,2012,106.863998,375.35085949528883
124,2012-10-24,4.0,2012,120.800003,201.33333833333336
150,2012-10-24,3.0,2012,2176.0,60673.243197988035
168,2012-10-24,3.0,2012,545.0,14642.72079229015
219,2012-10-24,3.0,2012,127.750999,1523.86002171588
312,2012-10-24,3.0,2012,97.399002,418.0530423512917
322,2012-10-24,3.0,2012,126.073997,738.8366232827213
417,2012-10-24,3.0,2012,279.862,689.7317112756782
632,2012-10-24,3.0,2012,210.531998,611.1301378822834
654,2012-10-24,3.0,2012,44.853001,255.0947762536146
802,2012-10-24,1.0,2013,3.933,126.05521066049054
23,2012-10-25,4.0,2012,41733.0,69555.0
63,2012-10-25,3.0,2012,1995.0,-999.0
81,2012-10-25,3.0,2012,91.820999,867.4845082910701
134,2012-10-25,3.0,2012,567.0,8024.078767658069
159,2012-10-25,2.0,2013,781.0,47873.16924962462
192,2012-10-25,3.0,2012,858.099976,10900.304341895464
204,2012-10-25,3.0,2012,7057.0,42555.47227466669
236,2012-10-25,3.0,2012,233.591995,820.2251134570508
257,2012-10-25,3.0,2012,-3004.0,13920.397610653865
582,2012-10-25,3.0,2012,89.001999,-999.0
590,2012-10-25,3.0,2012,1408.159058,4197.38885454544
608,2012-10-25,3.0,2012,-137.0,8054.344262388988
660,2012-10-25,3.0,2012,79.099998,419.74278935452844
677,2012-10-25,3.0,2012,600.599976,4565.173782365433
779,2012-10-25,3.0,2012,480.100006,3230.892616399579
65,2012-10-26,3.0,2012,6058.0,24602.827681194645
775,2012-10-26,3.0,2012,124.400002,2797.2935098838975
821,2012-10-26,3.0,2012,2211.0,69237.70155433955
16,2012-10-31,3.0,2012,3845.0,88714.59299000783
74,2012-10-31,3.0,2012,1340.0,20796.865238981496
91,2012-10-31,3.0,2012,1040.0,3480.108778033005
340,2012-10-31,3.0,2012,625.0,13384.528482930993
626,2012-10-31,3.0,2012,475.872009,793.120015
700,2012-10-31,3.0,2012,2153.0,4399.580478952522
117,2012-11-01,3.0,2012,10.769,2282.0689538555766
141,2012-11-01,3.0,2012,955.0,24540.351170221824
175,2012-11-01,3.0,2012,1421.0,12113.781244580055
253,2012-11-01,3.0,2012,79.723,132.87166666666667
448,2012-11-01,4.0,2012,1384.699951,13643.333443241703
475,2012-11-01,3.0,2012,69.300003,1837.5499141765938
502,2012-11-01,3.0,2012,93.760002,998.830690591914
645,2012-11-01,3.0,2012,175.263,8806.201231416218
705,2012-11-01,3.0,2012,53.486,454.2651466688617
707,2012-11-01,3.0,2012,46.285999,487.40410523279564
738,2012-11-01,3.0,2012,3421.0,55252.87442464023
752,2012-11-01,3.0,2012,806.0,3849.2055277431446
799,2012-11-01,3.0,2012,10.102,537.9345420547922
38,2012-11-02,3.0,2012,10651.0,94363.55000224269
70,2012-11-02,3.0,2012,92.75,8978.950514124906
398,2012-11-02,3.0,2012,95.803001,2502.5200891426975
506,2012-11-02,3.0,2012,-238.455994,105.2373618238747
20,2012-11-06,3.0,2012,3557.0,6155.722322786675
58,2012-11-06,3.0,2012,19039.0,81839.09757521753
93,2012-11-06,4.0,2012,2024.0,7380.042826996757
95,2012-11-06,3.0,2012,37379.0,-999.0
300,2012-11-06,3.0,2012,2029.0,19925.509212565717
333,2012-11-06,3.0,2012,717.0,2690.036485803687
428,2012-11-06,3.0,2012,87.914001,423.5626872994742
509,2012-11-06,3.0,2012,116.052002,13500.56000144831
579,2012-11-06,3.0,2012,422.393005,4104.72635050243
685,2012-11-06,3.0,2012,107.400002,2119.760085710622
769,2012-11-06,3.0,2012,184.220001,2001.8574836025184
784,2012-11-06,3.0,2012,1012.299988,1687.1666466666668
4,2012-11-07,3.0,2012,4909.539063,17453.077163854734
99,2012-11-07,3.0,2013,605.0,11690.410298476258
155,2012-11-07,3.0,2012,1260.0,17365.715498619513
437,2012-11-07,4.0,2012,6059.0,13542.242952694412
441,2012-11-07,3.0,2012,1848.0,19224.689416315287
505,2012-11-07,3.0,2012,1349.135986,5258.385720701742
776,2012-11-07,3.0,2012,795.0,3598.984773875845
13,2012-11-08,3.0,2012,1687.0,16838.071976039562
75,2012-11-08,3.0,2012,-16.921,2013.0284416006039
83,2012-11-08,4.0,2012,6173.0,26451.409759554797
118,2012-11-08,3.0,2012,126.238998,2345.22089732776
444,2012-11-08,3.0,2013,609.0,15013.2782337629
681,2012-11-08,3.0,2012,-15.367,1498.9195675449748
687,2012-11-08,3.0,2012,738.599976,4193.896289282747
797,2012-11-08,3.0,2012,92.110001,447.2502675126843
798,2012-11-08,3.0,2012,96.0,4108.207144976532
804,2012-11-09,3.0,2012,2634.0,120197.4977301026
127,2012-11-13,3.0,2013,3514.0,66514.42901234377
280,2012-11-13,3.0,2013,1301.800049,2304.3966736825155
394,2012-11-13,1.0,2013,2092.0,31061.481068349876
24,2012-11-15,4.0,2012,109.0,1983.1478587839995
26,2012-11-15,4.0,2012,272.17099,453.6183166666667
108,2012-11-15,3.0,2013,784.0,3831.1722787417916
265,2012-11-15,3.0,2013,11880.0,374460.35760729096
341,2012-11-15,3.0,2013,1842.0,15002.722380814932
728,2012-11-15,4.0,2012,2021.0,5798.07991753716
39,2012-11-20,3.0,2013,146.0,-999.0
123,2012-11-20,4.0,2012,-12650.0,-999.0
161,2012-11-20,2.0,2013,1510.0,8266.989026122354
698,2012-11-20,3.0,2013,-249.600998,787.895986911993
79,2012-11-21,4.0,2012,3071.600098,33632.541541170045
21,2012-11-27,4.0,2012,651.236023,1799.8085458221985
789,2012-11-28,3.0,2013,43.487999,607.3269901510282
145,2012-11-29,3.0,2013,1038.900024,62715.633322056885
778,2012-11-29,4.0,2012,563.0,938.3333333333334
801,2012-12-04,3.0,2013,-23.591,226.3590315062531
246,2012-12-05,4.0,2012,129.541,538.4083471641177
667,2012-12-06,3.0,2013,47.316002,6088.530057847414
84,2012-12-11,3.0,2013,635.23999,3156.880919600216
306,2012-12-13,4.0,2012,832.775024,2677.673084313118
297,2012-12-18,2.0,2013,4615.0,32725.643881089065
97,2012-12-19,2.0,2013,897.0,15484.439279212122
111,2012-12-19,2.0,2013,1103.099976,13519.339155359063
675,2012-12-19,1.0,2013,766.031006,10146.937087220906
267,2012-12-21,1.0,2013,413.0,23314.915442042016
666,2013-01-08,1.0,2013,349.0,8598.560559481799
634,2013-01-16,4.0,2012,2609.0,17157.041762316738
138,2013-01-18,1.0,2013,354.0,12987.74709720167
37,2013-01-22,4.0,2012,10557.0,64233.86752367951
46,2013-01-22,4.0,2012,1859.0,9050.860681674261
59,2013-01-22,2.0,2013,65.041,1377.075298673058
179,2013-01-22,4.0,2012,1749.0,7758.882309770464
238,2013-01-22,4.0,2012,1759.0,2931.666666666667
344,2013-01-22,4.0,2012,3980.0,8274.326374934482
8,2013-01-23,1.0,2013,287.200012,14018.588256008801
23,2013-01-23,1.0,2013,13078.0,111752.59572465537
109,2013-01-23,4.0,2012,-332.0,17875.135854403867
124,2013-01-23,1.0,2013,24.0,1099.8855450771784
168,2013-01-23,4.0,2012,881.0,11029.554542267188
236,2013-01-23,4.0,2012,217.048996,967.7810839509053
269,2013-01-23,2.0,2013,854.0,4518.343232950019
620,2013-01-23,4.0,2012,75.0,1819.5717698822853
632,2013-01-23,4.0,2012,200.888,894.397543329836
684,2013-01-23,4.0,2012,17.152,871.2713870972136
759,2013-01-23,1.0,2013,277.0,10659.7760562785
35,2013-01-24,4.0,2012,2326.0,14302.54921974273
296,2013-01-24,2.0,2013,10843.0,53550.3572640648
619,2013-01-24,4.0,2012,24.6,599.7149165625028
647,2013-01-24,4.0,2012,186.5,2603.914837577939
11,2013-01-25,4.0,2012,2926.0,25400.682790150993
115,2013-01-25,4.0,2012,2645.0,15301.909133645022
207,2013-01-25,2.0,2013,6929.0,151653.3233353451
72,2013-01-29,4.0,2012,1728.0,5003.8567224361
186,2013-01-29,4.0,2012,593.125977,12286.740167513593
623,2013-01-29,4.0,2012,719.0,8323.681106184942
26,2013-01-30,1.0,2013,72.831001,501.4396061309482
40,2013-01-30,4.0,2012,3900.0,53114.688671303295
437,2013-01-30,1.0,2013,1903.0,17731.3881489304
654,2013-01-30,4.0,2012,63.548,354.3093204541979
738,2013-01-30,4.0,2012,4131.0,134305.9689775774
802,2013-01-30,2.0,2013,5.665,295.45897126535084
63,2013-01-31,4.0,2012,2631.0,9654.93735963482
159,2013-01-31,3.0,2013,1079.0,56637.50946866548
192,2013-01-31,4.0,2012,1111.599976,7258.608278989729
420,2013-01-31,4.0,2012,-333.089996,-999.0
677,2013-01-31,4.0,2012,752.900024,1608.0218595887784
700,2013-01-31,4.0,2012,2758.0,4596.666666666667
728,2013-01-31,1.0,2013,479.0,8396.700836233684
753,2013-01-31,4.0,2012,2159.0,15250.60126714552
779,2013-01-31,4.0,2012,612.400024,2615.0740292150135
25,2013-02-05,2.0,2013,694.0,43249.177753685726
50,2013-02-05,2.0,2013,575.0,76814.49257207556
83,2013-02-05,1.0,2013,1438.0,29431.579613381982
93,2013-02-05,1.0,2013,466.0,18740.330572212533
262,2013-02-05,4.0,2012,123.530998,983.1445546715265
295,2013-02-05,4.0,2012,883.599976,5206.682429950276
430,2013-02-05,4.0,2012,1380.032959,4747.82134703233
589,2013-02-05,2.0,2013,749.0,5330.350025543685
752,2013-02-05,4.0,2012,1047.0,4239.650502814118
162,2013-02-06,4.0,2012,3875.0,117953.44847598836
441,2013-02-06,4.0,2012,3016.0,13557.03248127674
606,2013-02-06,1.0,2013,147.0,972.0937781493183
257,2013-02-07,4.0,2012,-4325.0,12123.261623990156
62,2013-02-12,4.0,2012,9086.0,27464.707938340736
65,2013-02-12,4.0,2012,7865.0,-999.0
81,2013-02-12,4.0,2012,84.396004,1066.4354028872726
88,2013-02-12,4.0,2012,1117.5,11080.77635122226
219,2013-02-12,4.0,2012,154.134995,1677.1390867963062
428,2013-02-12,4.0,2012,122.903999,491.4423685895378
646,2013-02-12,4.0,2012,1272.0,2120.0
745,2013-02-12,4.0,2012,1025.900024,2363.6090230884297
24,2013-02-13,1.0,2013,34.0,4880.45501262675
394,2013-02-13,2.0,2013,5235.0,32159.471524069544
502,2013-02-13,4.0,2012,110.223999,1602.7510440467443
117,2013-02-14,4.0,2012,-254.100998,2062.584382366873
199,2013-02-14,4.0,2012,6214.0,35087.97677927062
300,2013-02-14,4.0,2012,2977.0,21038.30121427884
340,2013-02-14,4.0,2012,860.0,6732.733992232131
652,2013-02-14,1.0,2013,179.0,1994.6869465559787
4,2013-02-15,4.0,2012,5962.919922,49727.134588225046
327,2013-02-15,4.0,2012,1456.180054,10160.461618186288
21,2013-02-19,1.0,2013,131.222,1331.3591131413432
161,2013-02-19,3.0,2013,2498.0,9280.760961743303
341,2013-02-19,4.0,2013,2372.0,35872.76399724544
475,2013-02-19,4.0,2012,98.300003,2226.929137818126
724,2013-02-20,4.0,2012,-65.644997,4022.8902552703266
767,2013-02-20,4.0,2012,349.244995,582.0749916666667
769,2013-02-20,4.0,2012,211.013,1144.803999826666
123,2013-02-21,1.0,2013,1232.0,42093.61518323693
147,2013-02-21,4.0,2012,4088.600098,17100.11302586021
225,2013-02-21,4.0,2012,-707.064026,2349.138437515384
246,2013-02-21,1.0,2013,31.396,1185.7202074356028
265,2013-02-21,4.0,2013,17756.0,244293.90758227496
398,2013-02-21,4.0,2012,129.781006,3357.1227160589942
16,2013-02-22,4.0,2012,4482.0,76642.46820263218
58,2013-02-22,4.0,2012,26336.0,167645.3712758033
155,2013-02-22,4.0,2012,1582.0,17789.963150803087
175,2013-02-22,4.0,2012,2118.0,6678.010061184622
333,2013-02-22,4.0,2012,928.0,2436.557535733328
775,2013-02-22,4.0,2012,117.958,1438.0987531161502
99,2013-02-26,4.0,2013,1335.0,13103.238489240644
127,2013-02-26,4.0,2013,4535.0,41210.48006737243
133,2013-02-26,4.0,2012,16604.0,252052.58510937364
182,2013-02-26,4.0,2012,687.299988,2888.7410436358214
187,2013-02-26,4.0,2012,4598.0,35765.010310516765
294,2013-02-26,4.0,2012,716.0,140808.3185717466
356,2013-02-26,4.0,2012,1102.5,10033.078273301033
582,2013-02-26,4.0,2012,117.640999,731.7367162893642
